country,nuts_2,cases,datetime
FR,Saint-Barthélémy,3,2020-03-21T14:00:00
FR,Saint-Martin,5,2020-03-21T14:00:00
FR,Mayotte,11,2020-03-21T14:00:00
FR,Guyane,18,2020-03-21T14:00:00
FR,Martinique,37,2020-03-21T14:00:00
FR,La Réunion,47,2020-03-21T14:00:00
FR,Guadeloupe,56,2020-03-21T14:00:00
FR,Corse,173,2020-03-21T14:00:00
FR,Oversea,177,2020-03-21T14:00:00
FR,Pays de la Loire,234,2020-03-21T14:00:00
FR,Centre-Val de Loire,254,2020-03-21T14:00:00
FR,Normandie,345,2020-03-21T14:00:00
FR,Bretagne,359,2020-03-21T14:00:00
FR,Nouvelle-Aquitaine,521,2020-03-21T14:00:00
FR,Occitanie,611,2020-03-21T14:00:00
FR,Hauts-de-France,791,2020-03-21T14:00:00
FR,Bourgogne-Franche-Comté,903,2020-03-21T14:00:00
FR,Provence-Alpes-Côte d’Azur,1041,2020-03-21T14:00:00
FR,Auvergne-Rhône-Alpes,1266,2020-03-21T14:00:00
FR,Grand Est,3089,2020-03-21T14:00:00
FR,Ile-de-France,4695,2020-03-21T14:00:00
FR,Metropolis,14282,2020-03-21T14:00:00
