country,nuts_3,cases,cases/100k pop.,datetime
NO,Nordland,114,47.3,2020-04-28T00:00:00
NO,Møre og Romsdal,122,46.0,2020-04-28T00:00:00
NO,Troms og Finnmark,234,96.2,2020-04-28T00:00:00
NO,Vestfold og Telemark,271,64.6,2020-04-28T00:00:00
NO,Agder,323,105.1,2020-04-28T00:00:00
NO,Rogaland,422,87.9,2020-04-28T00:00:00
NO,Innlandet,432,116.3,2020-04-28T00:00:00
NO,Trøndelag,471,100.5,2020-04-28T00:00:00
NO,Vestland,841,132.1,2020-04-28T00:00:00
NO,Viken,2036,164.0,2020-04-28T00:00:00
NO,Oslo,2339,337.3,2020-04-28T00:00:00
